step,robot_x,robot_y,target_estimate_x,target_estimate_y,target_error,goal_error,beacon_position_rmse,beacon_yaw_rmse,cost,spread,sigma_min,excitation_norm2,retriggered,estimate_ready,sim_time,cmd_vx,cmd_vy,beacon_estimate_x,beacon_estimate_y,beacon_estimate_yaw
0,-3.00000000,2.60000000,0.00000000,0.00000000,1.41509717,5.37238308,4.42718872,0.75000000,0.00000000,0.00000000,,0.00000000,0,0,0.08000000,0.00000000,0.00000000,2.00000000,0.00000000,0.00000000
1,-3.00000000,2.60000000,0.00000000,0.00000000,1.41509717,5.37238308,4.42718872,0.75000000,0.00000000,0.00000000,,0.06250000,1,0,0.16000000,3.85000000,-0.07645719,2.00000000,0.00000000,0.00000000
2,-2.78440000,2.59571840,0.00000000,0.00000000,1.41509717,5.20281414,4.42718872,0.75000000,0.00000000,0.00000000,0.00000000,0.06250000,1,0,0.24000000,3.59111802,-0.06745914,2.00000000,0.00000000,0.00000000
3,-2.49089739,2.59010571,0.98976238,-0.99411654,0.32216881,4.97785393,0.24260953,0.05885584,0.19374405,0.02325085,1.13462590,0.06250000,1,1,0.32000000,4.42614401,-0.05847274,-2.43844929,-1.44473611,0.69114416
4,-2.15684649,2.58521222,1.28165554,-0.63472169,0.14126824,4.73202482,0.10705270,0.03124941,5.36877381,0.13065345,2.74314233,0.06250000,1,1,0.40000000,4.37474585,-0.04950965,-2.09435680,-1.38268542,0.78124941
5,-1.80563327,2.58103633,1.28655057,-0.64667053,0.13478865,4.48660611,0.10328588,0.02785689,8.34903966,0.40215865,4.86095891,0.05769477,0,1,0.48000000,3.94833190,-3.83877923,-2.09761853,-1.38636154,0.77785689
6,-1.47953278,2.36487646,1.27107639,-0.66080204,0.11405319,4.10881386,0.08662072,0.02350031,9.21524077,0.91734866,7.43700969,0.05325899,0,1,0.56000000,3.52778156,-3.58949793,-2.11405719,-1.38918409,0.77350031
7,-1.18721705,2.07173388,1.24633411,-0.69347254,0.07309037,3.69607729,0.05467685,0.01567745,9.93389510,1.74062805,10.45355373,0.04916424,0,1,0.64000000,3.13683906,-3.27072556,-2.14577968,-1.39294913,0.76567745
8,-0.92688731,1.80242530,1.27697473,-0.65919990,0.11903683,3.32242750,0.09488670,0.02512179,11.17873579,2.97427290,14.11367225,0.04538431,0,1,0.72000000,2.85094179,-2.90083157,-2.10555035,-1.39090328,0.77512179
9,-0.69195043,1.56148132,1.24174920,-0.69856857,0.06624340,2.98704240,0.05235603,0.01431902,12.77297147,4.64576486,18.16732205,0.04189500,0,1,0.80000000,2.51669215,-2.65392278,-2.14790656,-1.39476286,0.76431902
10,-0.48259306,1.34324168,1.20929506,-0.72977955,0.02225455,2.68566196,0.01628142,0.00518335,15.29496158,6.74137286,22.46361382,0.03867396,0,1,0.88000000,2.21669057,-2.42501757,-2.18416648,-1.39620733,0.75518335
11,-0.29805778,1.14374655,1.19902268,-0.73801943,0.01202036,2.41463312,0.00441763,0.00166150,18.40808998,9.22368188,26.92018566,0.03570057,0,1,0.96000000,1.97333046,-2.19155840,-2.19849502,-1.39584663,0.75166150
12,-0.13435070,0.96281886,1.19843184,-0.74182797,0.00832113,2.17123012,0.00274849,0.00076841,19.28177283,12.04470047,31.45553715,0.03295578,0,1,1.04000000,1.76682737,-1.97555164,-2.20073354,-1.39735120,0.75076841
13,0.01195156,0.79959057,1.18441691,-0.75310375,0.01588917,1.95261108,0.01554185,0.00273234,21.23366896,15.15419748,36.03895603,0.03042202,0,1,1.12000000,1.56535366,-1.79020602,-2.21500940,-1.39596677,0.74726766
14,0.14201522,0.65192579,1.19250591,-0.74457128,0.00925378,1.75633929,0.00641566,0.00008041,22.09227864,18.50350945,40.69002669,0.02808306,0,1,1.20000000,1.41014934,-1.60020076,-2.20510766,-1.39611767,0.74991959
15,0.28675506,0.48734559,1.19359876,-0.74631450,0.00738639,1.53786879,0.00676906,0.00032403,23.00579018,22.04512340,45.30759627,0.02592393,0,1,1.28000000,1.22920133,-1.40263566,-2.20575858,-1.39644206,0.74967597
16,0.36123093,0.40239719,1.18902012,-0.74998417,0.01097989,1.42532552,0.01269133,0.00174856,23.85449535,25.89395920,50.08981568,0.02393081,0,1,1.36000000,1.12603100,-1.30332293,-2.21171056,-1.39510788,0.74825144
17,0.45378950,0.29574785,1.19377802,-0.74871129,0.00635404,1.28468622,0.00782131,0.00094398,26.92959176,29.67189686,54.61479177,0.02209092,0,1,1.44000000,1.01263460,-1.17239604,-2.20736440,-1.39736591,0.74905602
18,0.53752178,0.19881392,1.19309302,-0.74991762,0.00690747,1.15720579,0.00862149,0.00108354,27.82418616,33.52049472,59.09690529,0.02039249,0,1,1.52000000,0.90356923,-1.05643715,-2.20808483,-1.39700574,0.74891646
19,0.61242489,0.11151593,1.19460456,-0.74861695,0.00556988,1.04281073,0.00676956,0.00060652,27.93575838,37.41421602,63.51774293,0.01882464,0,1,1.60000000,0.80800647,-0.94934474,-2.20623907,-1.39737304,0.74939348
20,0.67935891,0.03299814,1.20054231,-0.74589943,0.00413628,0.94029422,0.00280662,0.00040340,31.61891806,41.32582343,67.84557978,0.01737733,0,1,1.68000000,0.72758975,-0.85137828,-2.20226500,-1.39834263,0.75040340
21,0.73949609,-0.03746332,1.19564733,-0.75161189,0.00464154,0.84839399,0.00825818,0.00107385,36.10333914,45.23142507,72.04854488,0.01604130,0,1,1.76000000,0.64260087,-0.77346442,-2.20778135,-1.39723448,0.74892615
22,0.79294390,-0.10121041,1.19562727,-0.74856175,0.00460318,0.76591292,0.00794069,0.00090743,42.14813390,49.11124644,76.20047646,0.01480798,0,1,1.84000000,0.57175857,-0.69334158,-2.20737383,-1.39705361,0.74909257
23,0.84038480,-0.15860068,1.19707827,-0.74704949,0.00415235,0.69215334,0.00720883,0.00064662,43.00037213,52.94843762,80.22034691,0.01366949,0,1,1.92000000,0.51015710,-0.62292207,-2.20657136,-1.39703614,0.74935338
24,0.88267580,-0.21012451,1.19374055,-0.74733003,0.00680511,0.62622694,0.01175980,0.00160481,47.70572415,56.72819212,84.12410678,0.01261853,0,1,2.00000000,0.44925364,-0.56190492,-2.21073815,-1.39520572,0.74839519
25,0.92007778,-0.25654132,1.19290647,-0.74940200,0.00711869,0.56732523,0.01304771,0.00205646,48.73930203,60.43866642,87.86640258,0.01164837,0,1,2.08000000,0.39748273,-0.50935966,-2.21212258,-1.39517446,0.74794354
26,0.95311890,-0.29855118,1.19300469,-0.74848449,0.00715759,0.51454477,0.01287536,0.00201759,49.86254288,64.07008806,91.51641301,0.01075280,0,1,2.16000000,0.35232126,-0.45869231,-2.21196309,-1.39523983,0.74798241
27,0.98238847,-0.33646258,1.19369935,-0.74978860,0.00630420,0.46729859,0.01317473,0.00220147,51.58428198,67.61534512,95.01023210,0.00992609,0,1,2.24000000,0.31265485,-0.41577009,-2.21236279,-1.39544643,0.74779853
28,1.00835285,-0.37075432,1.19282617,-0.74932083,0.00720591,0.42491871,0.01323428,0.00224577,53.24734198,71.06907872,98.41430750,0.00916294,0,1,2.32000000,0.27532224,-0.37521102,-2.21244886,-1.39550868,0.74775423
29,1.03127462,-0.40174462,1.19346205,-0.74914939,0.00659305,0.38697554,0.01299768,0.00214038,53.66893193,74.42778606,101.69254163,0.00845846,0,1,2.40000000,0.24369575,-0.33910071,-2.21217974,-1.39546198,0.74785962
30,1.05152931,-0.42973932,1.19188101,-0.74891104,0.00819169,0.35300205,0.01305954,0.00220497,57.22199985,77.68886228,104.86258469,0.00780814,0,1,2.48000000,0.21284834,-0.30662254,-2.21228650,-1.39557356,0.74779503
31,1.06929752,-0.45504860,1.19319620,-0.74759162,0.00721748,0.32261349,0.01122828,0.00166771,58.11777516,80.85086935,107.93120932,0.00720782,0,1,2.56000000,0.18869367,-0.27617439,-2.21049530,-1.39600965,0.74833229
32,1.08497272,-0.47787331,1.19350215,-0.74845370,0.00667930,0.29543901,0.01166539,0.00181591,59.27910099,83.91305763,110.85381363,0.00665366,0,1,2.64000000,0.16606731,-0.25141806,-2.21094136,-1.39595426,0.74818409
33,1.09880114,-0.49858091,1.19376734,-0.74803388,0.00653542,0.27102171,0.01044581,0.00146993,60.60788743,86.87561717,113.69943326,0.00614210,0,1,2.72000000,0.14583010,-0.22774496,-2.20976679,-1.39629531,0.74853007
34,1.11095324,-0.51736866,1.19332353,-0.74800641,0.00696776,0.24909168,0.01007410,0.00138048,61.36689773,89.73970872,116.43600462,0.00566987,0,1,2.80000000,0.12696955,-0.20691657,-2.20942527,-1.39644306,0.74861952
35,1.12156346,-0.53442186,1.19207037,-0.74868185,0.00803844,0.22940406,0.01101656,0.00166095,62.14625091,92.50685495,119.05964593,0.00523395,0,1,2.88000000,0.10919775,-0.18907295,-2.21034072,-1.39620078,0.74833905
36,1.13072580,-0.54997595,1.19393563,-0.74850838,0.00624512,0.21168027,0.00973774,0.00141696,64.41819034,95.17884519,121.59199733,0.00483155,0,1,2.96000000,0.09710892,-0.17205976,-2.20922813,-1.39689113,0.74858304
37,1.13878465,-0.56414904,1.19617858,-0.74834542,0.00416424,0.19567293,0.00818496,0.00105004,68.02888795,97.75777802,124.03749039,0.00446008,0,1,3.04000000,0.08699457,-0.15675752,-2.20781200,-1.39755741,0.74894996
38,1.14598696,-0.57705690,1.19551775,-0.74913283,0.00456536,0.18118147,0.00812498,0.00114641,69.97860185,100.24633835,126.38446541,0.00411717,0,1,3.12000000,0.07461415,-0.14414672,-2.20784545,-1.39788711,0.74885359
39,1.15225322,-0.58889130,1.19448067,-0.75001009,0.00551934,0.16803502,0.00853081,0.00125719,72.16405408,102.64755598,128.65204984,0.00380063,0,1,3.20000000,0.06308966,-0.13295668,-2.20822797,-1.39774715,0.74874281
40,1.15757698,-0.59979639,1.19291442,-0.75150042,0.00724270,0.15607958,0.00995303,0.00170229,74.52632220,104.96429067,130.81930910,0.00350842,0,1,3.28000000,0.05223885,-0.12363493,-2.20960943,-1.39740737,0.74829771
41,1.16201651,-0.60991091,1.19329525,-0.75081318,0.00675388,0.14514716,0.00964193,0.00150257,76.37021390,107.19931790,132.95819004,0.00323868,0,1,3.36000000,0.04495683,-0.11265941,-2.20922768,-1.39720418,0.74849743
42,1.16578782,-0.61918707,1.19234160,-0.75082060,0.00770224,0.13521278,0.01031032,0.00161348,77.39754860,109.35547317,135.00848491,0.00298968,0,1,3.44000000,0.03704004,-0.10352775,-2.20979393,-1.39677795,0.74838652
43,1.16894103,-0.62768845,1.19236381,-0.75034749,0.00764409,0.12619340,0.00986160,0.00141391,78.82852823,111.43557691,137.00178790,0.00275982,0,1,3.52000000,0.03119437,-0.09474760,-2.20930712,-1.39673984,0.74858609
44,1.17157687,-0.63547899,1.19284399,-0.75050476,0.00717379,0.11799550,0.00968281,0.00130830,81.35868037,113.44235902,138.91151002,0.00254764,0,1,3.60000000,0.02667106,-0.08756991,-2.20908877,-1.39666069,0.74869170
45,1.17381912,-0.64265684,1.19238163,-0.75080240,0.00766051,0.11048978,0.00969811,0.00131596,82.09255071,115.37857290,140.75271571,0.00235177,0,1,3.68000000,0.02163472,-0.08128388,-2.20910624,-1.39666387,0.74868404
46,1.17567077,-0.64931042,1.19198271,-0.75172135,0.00820000,0.10358718,0.01040899,0.00154751,83.40180903,117.24711210,142.51054898,0.00217095,0,1,3.76000000,0.01728268,-0.07635601,-2.20980234,-1.39649840,0.74845249
47,1.17715783,-0.65553717,1.19058406,-0.75200991,0.00962807,0.09718534,0.01102409,0.00162825,87.46397460,119.05077018,144.23407105,0.00200404,0,1,3.84000000,0.01230181,-0.07116315,-2.21029358,-1.39605377,0.74837175
48,1.17826152,-0.66135485,1.19075248,-0.75232287,0.00953480,0.09127171,0.01045432,0.00157960,89.02004692,120.79231532,145.89070435,0.00184996,0,1,3.92000000,0.00978879,-0.06646594,-2.20986291,-1.39653364,0.74842040
49,1.17910493,-0.66678486,1.18933055,-0.75321701,0.01114389,0.08579839,0.01133153,0.00187234,92.20710942,122.47427005,147.47700040,0.00170773,0,1,4.00000000,0.00580107,-0.06290344,-2.21072517,-1.39634292,0.74812766
50,1.17966472,-0.67190263,1.18936919,-0.75337060,0.01115235,0.08070144,0.01175329,0.00201340,93.23275603,124.09918343,149.02276398,0.00157644,0,1,4.08000000,0.00402197,-0.05879594,-2.21113953,-1.39625158,0.74798660
51,1.18002918,-0.67670489,1.18975826,-0.75310787,0.01070291,0.07596715,0.01125064,0.00196056,95.84008212,125.66948985,150.53074091,0.00145523,0,1,4.16000000,0.00300769,-0.05453371,-2.21074527,-1.39666593,0.74803944
52,1.18029414,-0.68116988,1.18937845,-0.75331813,0.01112777,0.07159544,0.01136225,0.00198544,96.29564409,127.18756035,151.98601411,0.00134335,0,1,4.24000000,0.00129453,-0.05120753,-2.21084419,-1.39660821,0.74801456
53,1.18043882,-0.68534631,1.19048341,-0.75234142,0.00980040,0.06754805,0.01002204,0.00162923,98.97978979,128.65568811,153.42760314,0.00124007,0,1,4.32000000,0.00160640,-0.04676489,-2.20960820,-1.39714977,0.74837077
54,1.18055984,-0.68919412,1.19149091,-0.75180745,0.00869894,0.06383788,0.00911379,0.00137826,100.44142697,130.07603930,154.81413488,0.00114473,0,1,4.40000000,0.00192337,-0.04320757,-2.20876222,-1.39749310,0.74862174
55,1.18070611,-0.69273610,1.19182057,-0.75167469,0.00834911,0.06042688,0.00925062,0.00144257,102.17281612,131.45069066,156.13642274,0.00105672,0,1,4.48000000,0.00148522,-0.04045678,-2.20891079,-1.39751566,0.74855743
56,1.18083544,-0.69603867,1.19239475,-0.75165688,0.00778364,0.05726348,0.00848712,0.00127471,103.11037585,132.78167376,157.42778434,0.00097547,0,1,4.56000000,0.00144440,-0.03808793,-2.20823164,-1.39793329,0.74872529
57,1.18095197,-0.69914255,1.19295909,-0.75179766,0.00726678,0.05430753,0.00778916,0.00114192,104.29836887,134.07092011,158.67507542,0.00090047,0,1,4.64000000,0.00148588,-0.03610331,-2.20762033,-1.39838709,0.74885808
58,1.18106985,-0.70207845,1.19310689,-0.75080185,0.00693960,0.05152500,0.00722336,0.00091100,107.77139868,135.32029580,159.91712107,0.00083124,0,1,4.72000000,0.00109999,-0.03291093,-2.20703994,-1.39838252,0.74908900
59,1.18116711,-0.70478794,1.19213252,-0.75029236,0.00787291,0.04897763,0.00726248,0.00087891,113.05919864,136.53160587,161.10641929,0.00076733,0,1,4.80000000,-0.00053821,-0.03052763,-2.20704565,-1.39823861,0.74912109
60,1.18116337,-0.70728735,1.19192682,-0.75028929,0.00807836,0.04668179,0.00725792,0.00093221,115.28848780,137.70640439,162.23987456,0.00070834,0,1,4.88000000,-0.00106760,-0.02895739,-2.20708045,-1.39840480,0.74906779
