step,robot_x,robot_y,target_estimate_x,target_estimate_y,target_error,goal_error,beacon_position_rmse,beacon_yaw_rmse,cost,spread,sigma_min,excitation_norm2,retriggered,estimate_ready
19,1.10759885,-0.95589908,1.19761574,-0.75253687,0.00348144,0.22568209,0.01298877,0.00387861,26.05272575,4.12667225,36.20807922,0.00051436,0,1
20,1.11758347,-0.93548924,1.19912301,-0.75347333,0.00358234,0.20297473,0.01338855,0.00392457,28.25750748,4.43711820,37.41881429,0.00037350,0,1
21,1.12662530,-0.91715780,1.20145153,-0.75358613,0.00386876,0.18255294,0.01978021,0.00614939,30.19638657,4.74188205,38.51467122,0.00027122,0,1
22,1.13465842,-0.90077705,1.20179462,-0.75454778,0.00488906,0.16432663,0.02372695,0.00757027,30.97648223,5.04027695,39.55513613,0.00019694,0,1
23,1.14178512,-0.88601274,1.20189484,-0.75407524,0.00449421,0.14794742,0.02499877,0.00792480,31.77559365,5.33159648,40.55028973,0.00014301,0,1
24,1.14841246,-0.87280893,1.20507623,-0.75472821,0.00693715,0.13320401,0.03075941,0.00995228,33.97913338,5.61541363,41.45090297,0.00010385,0,1
25,1.15457192,-0.86095066,1.20787414,-0.75478829,0.00921573,0.11989062,0.03369818,0.01075849,36.70472846,5.89148785,42.32531850,0.00007541,0,1
26,1.15987017,-0.85020037,1.20592884,-0.75379888,0.00704150,0.10793757,0.03009926,0.00948853,37.86714600,6.15970420,43.17963272,0.00005476,0,1
27,1.16457250,-0.84053417,1.20573661,-0.75374182,0.00684908,0.09721905,0.02916401,0.00914573,37.96046259,6.41987760,43.96939688,0.00003976,0,1
28,1.16895136,-0.83191016,1.20766165,-0.75439948,0.00883495,0.08759733,0.03310252,0.01056316,39.29763174,6.67192102,44.67803632,0.00002887,0,1
29,1.17265460,-0.82403979,1.20549094,-0.75315438,0.00633249,0.07892820,0.03020647,0.00951184,42.83411466,6.91586218,45.39493450,0.00002097,0,1
30,1.17567294,-0.81683583,1.20246078,-0.75180936,0.00305438,0.07112549,0.02178864,0.00667732,46.18218040,7.15174101,46.10147873,0.00001522,0,1
31,1.17837786,-0.81037214,1.20254326,-0.75194945,0.00320445,0.06412732,0.02178558,0.00664995,46.31538580,7.37961626,46.72241655,0.00001106,0,1
32,1.18076389,-0.80443914,1.20219516,-0.75069114,0.00230139,0.05773775,0.01843765,0.00549553,48.56009285,7.59961750,47.32703667,0.00000803,0,1
33,1.18274284,-0.79908653,1.20055975,-0.75052096,0.00076467,0.05203169,0.01509936,0.00447846,50.00720789,7.81199207,47.89451163,0.00000583,0,1
34,1.18458523,-0.79427707,1.20129401,-0.75057842,0.00141740,0.04688362,0.01488387,0.00419165,53.07767966,8.01686091,48.43054142,0.00000423,0,1
35,1.18638606,-0.78994875,1.20284729,-0.75056440,0.00290268,0.04220476,0.01704991,0.00483867,54.44563147,8.21445690,48.91471235,0.00000307,0,1
36,1.18808190,-0.78615526,1.20367033,-0.75161860,0.00401138,0.03806893,0.02063401,0.00610601,55.99487493,8.40505913,49.35722377,0.00000223,0,1
37,1.18958373,-0.78267655,1.20343811,-0.75093982,0.00356425,0.03429658,0.01789635,0.00528492,59.41392384,8.58883949,49.81110327,0.00000162,0,1
38,1.19094634,-0.77950275,1.20356368,-0.75049459,0.00359784,0.03086068,0.01754721,0.00528581,62.18653050,8.76606260,50.22579637,0.00000118,0,1
39,1.19211930,-0.77664269,1.20300951,-0.75046501,0.00304523,0.02778378,0.01629828,0.00496352,62.97093251,8.93698779,50.62763567,0.00000085,0,1
40,1.19308583,-0.77406638,1.20207839,-0.75045348,0.00212728,0.02503989,0.01562504,0.00463497,65.66372566,9.10181646,51.01912761,0.00000062,0,1
41,1.19398415,-0.77181549,1.20237028,-0.75117427,0.00264521,0.02262976,0.01631526,0.00496648,67.07519518,9.26073849,51.36968900,0.00000045,0,1
42,1.19487223,-0.76974503,1.20318991,-0.75072279,0.00327077,0.02040001,0.01657166,0.00505002,69.00410379,9.41394504,51.70997669,0.00000033,0,1
43,1.19569495,-0.76791273,1.20341830,-0.75106403,0.00358008,0.01842279,0.01923721,0.00594447,70.77982807,9.56172285,52.01901677,0.00000024,0,1
44,1.19645103,-0.76629325,1.20356296,-0.75138923,0.00382422,0.01667528,0.02084381,0.00654519,71.44381498,9.70427289,52.31546974,0.00000017,0,1
45,1.19723867,-0.76483873,1.20465951,-0.75143698,0.00487606,0.01509347,0.02223680,0.00692432,72.93232320,9.84179138,52.60796825,0.00000013,0,1
46,1.19795176,-0.76355573,1.20467905,-0.75172516,0.00498695,0.01370959,0.02050511,0.00639583,75.97382381,9.97452007,52.89989080,0.00000009,0,1
47,1.19865168,-0.76236880,1.20526085,-0.75140538,0.00544533,0.01244208,0.02032698,0.00620973,77.45025072,10.10263817,53.17948121,0.00000007,0,1
48,1.19928118,-0.76120308,1.20523099,-0.75040699,0.00524680,0.01122611,0.02039399,0.00607184,82.18533864,10.22637518,53.44731347,0.00000005,0,1
49,1.19978072,-0.76014777,1.20450909,-0.75036393,0.00452375,0.01015014,0.01903078,0.00568442,83.04205833,10.34596678,53.70013365,0.00000003,0,1
50,1.20031034,-0.75920201,1.20532300,-0.75042618,0.00534003,0.00920724,0.01994514,0.00590075,84.47210211,10.46155746,53.93649724,0.00000003,0,1
51,1.20075887,-0.75841020,1.20500820,-0.75106397,0.00511997,0.00844437,0.01980547,0.00591615,86.35300317,10.57333166,54.16143937,0.00000002,0,1
52,1.20105792,-0.75763295,1.20389924,-0.75040671,0.00392039,0.00770591,0.01738965,0.00509279,88.92136609,10.68139858,54.39690297,0.00000001,0,1
53,1.20132726,-0.75700807,1.20388789,-0.75120208,0.00406948,0.00713264,0.01895730,0.00574471,91.15317391,10.78591472,54.58697078,0.00000001,0,1
54,1.20149738,-0.75645934,1.20312249,-0.75135815,0.00340508,0.00663063,0.01825316,0.00566327,93.91189437,10.88698579,54.78198922,0.00000001,0,1
55,1.20152340,-0.75598683,1.20179011,-0.75159276,0.00239612,0.00617761,0.01494967,0.00469110,99.54966862,10.98472940,54.98904621,0.00000001,0,1
56,1.20154471,-0.75551807,1.20176556,-0.75115049,0.00210733,0.00573020,0.01399991,0.00431359,100.29969176,11.07924106,55.18359546,0.00000000,0,1
57,1.20152863,-0.75511461,1.20139579,-0.75135444,0.00194493,0.00533816,0.01413644,0.00443749,101.12032904,11.17068799,55.35421422,0.00000000,0,1
58,1.20150772,-0.75470930,1.20132790,-0.75092523,0.00161845,0.00494477,0.01246061,0.00377600,103.02919876,11.25918473,55.54245144,0.00000000,0,1
59,1.20154471,-0.75440324,1.20190860,-0.75154852,0.00245778,0.00466634,0.01397115,0.00434545,105.09768213,11.34488120,55.69056290,0.00000000,0,1
60,1.20155631,-0.75412166,1.20167955,-0.75149286,0.00224711,0.00440570,0.01313924,0.00410107,105.53557242,11.42788419,55.85099078,0.00000000,0,1
61,1.20150152,-0.75388914,1.20099830,-0.75171854,0.00198746,0.00416893,0.01241391,0.00391227,106.77292098,11.50830738,56.00383678,0.00000000,0,1
62,1.20148504,-0.75370873,1.20134119,-0.75202563,0.00242940,0.00399500,0.01287480,0.00410497,107.73927263,11.58623418,56.14301888,0.00000000,0,1
63,1.20146582,-0.75354645,1.20129499,-0.75203134,0.00240901,0.00383744,0.01265718,0.00403336,107.77090702,11.66176880,56.28431560,0.00000000,0,1
64,1.20145619,-0.75337768,1.20137456,-0.75179923,0.00226421,0.00367820,0.01192527,0.00371030,108.83362564,11.73501423,56.42963035,0.00000000,0,1
65,1.20149355,-0.75327418,1.20185345,-0.75230855,0.00296053,0.00359875,0.01393389,0.00435412,111.76737605,11.80608161,56.54719233,0.00000000,0,1
66,1.20158019,-0.75323245,1.20240313,-0.75284679,0.00372549,0.00359801,0.01549552,0.00491534,113.74549837,11.87505207,56.65856640,0.00000000,0,1
67,1.20163341,-0.75319359,1.20214089,-0.75283371,0.00355152,0.00358706,0.01434058,0.00454385,114.59365273,11.94200398,56.78701974,0.00000000,0,1
68,1.20168433,-0.75324712,1.20216932,-0.75375617,0.00433759,0.00365797,0.01545917,0.00501963,119.35074805,12.00701696,56.88902829,0.00000000,0,1
69,1.20169397,-0.75330636,1.20178963,-0.75386824,0.00426216,0.00371504,0.01504733,0.00486918,120.34206078,12.07013442,57.00610391,0.00000000,0,1
70,1.20164957,-0.75336883,1.20123578,-0.75396046,0.00414878,0.00375102,0.01436824,0.00466672,121.27587488,12.13142534,57.11861328,0.00000000,0,1
71,1.20156601,-0.75344502,1.20078287,-0.75416514,0.00423808,0.00378425,0.01364503,0.00452255,123.24777318,12.19095285,57.22232923,0.00000000,0,1
72,1.20143407,-0.75349569,1.20019492,-0.75397502,0.00397980,0.00377842,0.01231159,0.00405187,124.74196930,12.24877564,57.33591909,0.00000000,0,1
73,1.20131854,-0.75350010,1.20023354,-0.75354335,0.00355104,0.00374022,0.01126741,0.00363062,126.40232872,12.30496331,57.44698242,0.00000000,0,1
74,1.20125503,-0.75352420,1.20065942,-0.75375255,0.00381005,0.00374100,0.01218157,0.00390901,127.47071846,12.35960467,57.53746520,0.00000000,0,1
75,1.20121252,-0.75351808,1.20081435,-0.75346158,0.00355608,0.00372117,0.01254126,0.00403192,129.23280197,12.41276520,57.62652970,0.00000000,0,1
76,1.20117486,-0.75352444,1.20082211,-0.75358515,0.00367820,0.00371510,0.01339355,0.00440517,131.94793012,12.46451992,57.70312719,0.00000000,0,1
77,1.20112166,-0.75353712,1.20062232,-0.75365727,0.00370984,0.00371071,0.01296420,0.00427841,132.22690130,12.51491976,57.79181480,0.00000000,0,1
78,1.20114967,-0.75351473,1.20141487,-0.75330445,0.00359462,0.00369799,0.01351956,0.00442792,136.00412511,12.56401109,57.87384613,0.00000000,0,1
79,1.20114252,-0.75349493,1.20107636,-0.75330886,0.00347953,0.00367694,0.01281973,0.00425269,137.15912944,12.61187402,57.95635660,0.00000000,0,1
80,1.20117737,-0.75350308,1.20150655,-0.75358020,0.00388427,0.00369565,0.01314101,0.00441640,140.09592660,12.65854633,58.02896369,0.00000000,0,1
81,1.20121928,-0.75350908,1.20161485,-0.75356576,0.00391438,0.00371487,0.01290276,0.00437487,141.24388227,12.70407034,58.10477084,0.00000000,0,1
82,1.20123080,-0.75351642,1.20134009,-0.75358574,0.00382797,0.00372560,0.01301561,0.00440186,142.25449192,12.74849029,58.17978631,0.00000000,0,1
83,1.20123538,-0.75352152,1.20127914,-0.75356966,0.00379192,0.00373192,0.01228053,0.00415015,143.07181990,12.79183953,58.25858760,0.00000000,0,1
84,1.20129116,-0.75348994,1.20181697,-0.75319270,0.00367352,0.00372113,0.01252248,0.00418897,145.77267810,12.83415571,58.33040937,0.00000000,0,1
85,1.20142864,-0.75345481,1.20272374,-0.75312404,0.00414469,0.00373855,0.01263853,0.00423457,153.03122811,12.87549829,58.39764205,0.00000000,0,1
86,1.20158327,-0.75344941,1.20303982,-0.75339860,0.00455972,0.00379542,0.01319643,0.00439945,154.84815974,12.91591826,58.46250022,0.00000000,0,1
87,1.20172813,-0.75340819,1.20309252,-0.75301998,0.00432250,0.00382128,0.01244777,0.00415933,157.67982444,12.95544048,58.53268688,0.00000000,0,1
88,1.20189378,-0.75334783,1.20345401,-0.75277949,0.00443349,0.00384635,0.01302819,0.00436085,160.47142364,12.99410600,58.59151605,0.00000000,0,1
89,1.20200554,-0.75329420,1.20305816,-0.75278917,0.00413906,0.00385667,0.01235728,0.00411159,162.21077816,13.03195411,58.66120388,0.00000000,0,1
90,1.20211709,-0.75321285,1.20316781,-0.75244676,0.00400270,0.00384766,0.01276050,0.00415899,165.66466022,13.06899985,58.72566827,0.00000000,0,1
91,1.20213464,-0.75313646,1.20230000,-0.75241708,0.00333651,0.00379395,0.01115262,0.00367937,169.66364257,13.10527885,58.79333756,0.00000000,0,1
92,1.20213031,-0.75305951,1.20208974,-0.75233490,0.00313349,0.00372811,0.01080280,0.00359784,170.53723568,13.14079740,58.85155965,0.00000000,0,1
93,1.20213773,-0.75302323,1.20220773,-0.75268159,0.00347347,0.00370268,0.01074368,0.00364298,173.73594592,13.17557628,58.90405402,0.00000000,0,1
94,1.20210355,-0.75297426,1.20178182,-0.75251312,0.00308069,0.00364296,0.00995576,0.00338001,174.93567952,13.20962815,58.96558591,0.00000000,0,1
95,1.20209411,-0.75292387,1.20200534,-0.75244935,0.00316555,0.00359644,0.00978060,0.00335604,177.19798666,13.24297266,59.01833197,0.00000000,0,1
96,1.20207187,-0.75288142,1.20186252,-0.75248166,0.00310284,0.00354898,0.00959939,0.00326199,178.43422141,13.27563670,59.07539828,0.00000000,0,1
97,1.20209811,-0.75280719,1.20234521,-0.75210812,0.00315343,0.00350462,0.00853118,0.00282384,185.56852965,13.30763662,59.14111231,0.00000000,0,1
98,1.20213567,-0.75272881,1.20248949,-0.75199074,0.00318757,0.00346519,0.00818648,0.00268577,186.26656175,13.33901085,59.19597559,0.00000000,0,1
99,1.20214244,-0.75266721,1.20220625,-0.75208710,0.00303702,0.00342112,0.00845364,0.00282845,188.07928428,13.36978152,59.23964202,0.00000000,0,1
100,1.20212617,-0.75260537,1.20197293,-0.75202306,0.00282581,0.00336282,0.00837186,0.00281898,188.87134390,13.39995655,59.28742731,0.00000000,0,1
101,1.20213628,-0.75250184,1.20223153,-0.75152685,0.00270389,0.00328981,0.00846790,0.00273997,193.84241896,13.42954986,59.34215262,0.00000000,0,1
102,1.20214918,-0.75240085,1.20227067,-0.75144987,0.00269408,0.00322227,0.00839233,0.00271055,193.95611962,13.45859529,59.38943891,0.00000000,0,1
103,1.20215000,-0.75229219,1.20215774,-0.75126899,0.00250323,0.00314271,0.00845685,0.00272262,195.17786852,13.48710852,59.43509925,0.00000000,0,1
104,1.20218889,-0.75218663,1.20255514,-0.75119263,0.00281977,0.00309396,0.00903766,0.00289644,196.34889430,13.51510521,59.47663402,0.00000000,0,1
105,1.20222058,-0.75209471,1.20251906,-0.75122911,0.00280292,0.00305267,0.00935666,0.00297659,197.33078993,13.54260532,59.51992155,0.00000000,0,1
106,1.20223413,-0.75200134,1.20236175,-0.75112203,0.00261473,0.00299945,0.00889852,0.00284543,198.10603548,13.56961789,59.56460843,0.00000000,0,1
107,1.20226936,-0.75190437,1.20260108,-0.75099125,0.00278355,0.00296253,0.00916049,0.00285913,199.97373100,13.59615418,59.60990180,0.00000000,0,1
108,1.20231328,-0.75181455,1.20272686,-0.75096874,0.00289382,0.00294004,0.00804882,0.00249732,205.92334078,13.62223180,59.65871924,0.00000000,0,1
109,1.20236664,-0.75170126,1.20286914,-0.75063441,0.00293844,0.00291466,0.00753097,0.00231761,209.05735807,13.64786276,59.70328616,0.00000000,0,1
110,1.20242924,-0.75161726,1.20301872,-0.75082625,0.00312976,0.00291834,0.00772444,0.00238865,210.08920075,13.67306718,59.74114531,0.00000000,0,1
111,1.20246049,-0.75150266,1.20275476,-0.75042354,0.00278713,0.00288305,0.00659730,0.00200161,213.79033353,13.69784999,59.78913517,0.00000000,0,1
112,1.20247649,-0.75139689,1.20262718,-0.75040089,0.00265760,0.00284329,0.00687772,0.00204023,216.75839774,13.72222612,59.82919843,0.00000000,0,1
113,1.20250706,-0.75125968,1.20279487,-0.74996761,0.00279506,0.00280573,0.00712405,0.00203242,221.45366184,13.74620174,59.87086902,0.00000000,0,1
114,1.20258161,-0.75114418,1.20328372,-0.75005656,0.00328420,0.00282381,0.00787651,0.00221823,225.00880531,13.76979798,59.90666614,0.00000000,0,1
115,1.20267898,-0.75103136,1.20359584,-0.74996893,0.00359597,0.00287065,0.00818009,0.00230890,226.03211454,13.79302546,59.94134515,0.00000000,0,1
116,1.20270598,-0.75093312,1.20296025,-0.75000803,0.00296026,0.00286235,0.00718154,0.00203999,229.85389520,13.81589635,59.98015735,0.00000000,0,1
117,1.20273569,-0.75085073,1.20301549,-0.75007496,0.00301642,0.00286492,0.00745891,0.00214555,230.02704445,13.83840587,60.01234680,0.00000000,0,1
118,1.20274328,-0.75077995,1.20281474,-0.75011340,0.00281702,0.00285200,0.00760778,0.00222088,231.02992989,13.86055951,60.04403557,0.00000000,0,1
119,1.20272122,-0.75071132,1.20251345,-0.75006505,0.00251429,0.00281265,0.00745543,0.00217138,232.31294420,13.88236013,60.07899378,0.00000000,0,1
120,1.20270692,-0.75066779,1.20257230,-0.75025791,0.00258520,0.00278808,0.00756643,0.00226858,234.02525378,13.90381182,60.10732774,0.00000000,0,1
