step,robot_x,robot_y,target_estimate_x,target_estimate_y,target_error,goal_error,beacon_position_rmse,beacon_yaw_rmse,cost,spread,sigma_min,excitation_norm2,retriggered,estimate_ready
80,1.19813174,-0.75081720,1.20019194,-0.75103830,0.00105589,0.00203917,0.00070659,0.00006312,166.79556361,13.68313869,117.62177853,0.00000000,0,1
81,1.19838403,-0.75085310,1.20076063,-0.75119133,0.00141344,0.00182733,0.00101094,0.00024422,168.94077342,13.73378201,117.84304034,0.00000000,0,1
82,1.19856247,-0.75089403,1.20024359,-0.75127967,0.00130265,0.00169286,0.00071844,0.00021446,170.12575692,13.78330244,117.98877537,0.00000000,0,1
83,1.19871025,-0.75095834,1.20010250,-0.75156403,0.00156738,0.00160682,0.00069389,0.00043503,171.28200918,13.83170861,118.15412021,0.00000000,0,1
84,1.19883076,-0.75104687,1.19996618,-0.75188059,0.00188089,0.00156941,0.00130881,0.00075863,173.50965857,13.87902780,118.33867757,0.00000000,0,1
85,1.19900973,-0.75109550,1.20069551,-0.75155356,0.00170214,0.00147674,0.00115651,0.00061072,176.98022464,13.92528745,118.50539646,0.00000000,0,1
86,1.19912316,-0.75110280,1.20019164,-0.75117153,0.00118710,0.00140891,0.00049841,0.00035151,179.93252834,13.97054815,118.61553728,0.00000000,0,1
87,1.19918966,-0.75109730,1.19981629,-0.75104555,0.00106157,0.00136408,0.00023567,0.00019989,180.95524306,14.01481591,118.73964329,0.00000000,0,1
88,1.19923146,-0.75108671,1.19962533,-0.75098696,0.00105568,0.00133101,0.00047539,0.00003917,181.93051118,14.05810489,118.86042668,0.00000000,0,1
89,1.19927447,-0.75110502,1.19967980,-0.75127746,0.00131698,0.00132192,0.00021729,0.00026720,183.63395173,14.10043786,119.03587168,0.00000000,0,1
90,1.19943812,-0.75111469,1.20097936,-0.75120574,0.00155337,0.00124830,0.00073209,0.00039976,193.44977456,14.14184796,119.21737428,0.00000000,0,1
91,1.19956680,-0.75117556,1.20077869,-0.75174877,0.00191431,0.00125284,0.00100522,0.00054163,197.82445683,14.18241359,119.37295552,0.00000000,0,1
92,1.19971845,-0.75121364,1.20114671,-0.75157212,0.00194589,0.00124586,0.00098646,0.00039982,199.18389438,14.22214982,119.51356888,0.00000000,0,1
93,1.19982924,-0.75120381,1.20087262,-0.75111127,0.00141293,0.00121586,0.00086069,0.00024099,202.27336746,14.26109187,119.63115243,0.00000000,0,1
94,1.19990118,-0.75117727,1.20057868,-0.75092735,0.00109309,0.00118141,0.00079165,0.00007568,203.30361073,14.29924806,119.73607841,0.00000000,0,1
95,1.19997888,-0.75113158,1.20071066,-0.75070132,0.00099844,0.00113178,0.00093140,0.00000821,203.88520643,14.33662790,119.85983438,0.00000000,0,1
96,1.20000987,-0.75106713,1.20030183,-0.75046020,0.00055035,0.00106718,0.00094560,0.00014256,206.91145270,14.37325738,119.94032050,0.00000000,0,1
97,1.20008310,-0.75101180,1.20077275,-0.75049074,0.00091541,0.00101521,0.00115690,0.00018701,209.09765804,14.40914171,120.08126956,0.00000000,0,1
98,1.20014706,-0.75096006,1.20074940,-0.75047281,0.00088608,0.00097126,0.00154510,0.00034759,211.11667289,14.44431963,120.20163813,0.00000000,0,1
99,1.20016555,-0.75094060,1.20033967,-0.75075736,0.00083005,0.00095506,0.00112893,0.00021879,213.39906458,14.47880926,120.29512715,0.00000000,0,1
100,1.20016780,-0.75095431,1.20018909,-0.75108338,0.00109976,0.00096895,0.00107239,0.00016707,216.54983287,14.51261538,120.42375517,0.00000000,0,1
101,1.20016532,-0.75092678,1.20014197,-0.75066755,0.00068248,0.00094141,0.00153496,0.00040710,219.33543471,14.54575321,120.50449279,0.00000000,0,1
102,1.20017418,-0.75087849,1.20025763,-0.75042369,0.00049587,0.00089559,0.00161396,0.00043504,220.40675264,14.57823976,120.61733435,0.00000000,0,1
103,1.20012825,-0.75083103,1.19969573,-0.75038413,0.00049004,0.00084087,0.00154039,0.00042238,223.22554388,14.61009755,120.70051491,0.00000000,0,1
104,1.20005301,-0.75079722,1.19934457,-0.75047878,0.00081168,0.00079898,0.00153782,0.00042228,224.16623943,14.64132551,120.79349595,0.00000000,0,1
105,1.19997359,-0.75073744,1.19922575,-0.75017457,0.00079368,0.00073792,0.00187178,0.00056696,225.47216823,14.67193176,120.88379134,0.00000000,0,1
106,1.19991117,-0.75070010,1.19932336,-0.75034840,0.00076107,0.00070571,0.00130808,0.00031971,228.13391906,14.70193190,121.01709641,0.00000000,0,1
107,1.19985193,-0.75064529,1.19929407,-0.75012922,0.00071766,0.00066206,0.00169012,0.00048286,229.22125959,14.73134922,121.11236787,0.00000000,0,1
