step,robot_x,robot_y,target_estimate_x,target_estimate_y,target_error,goal_error,beacon_position_rmse,beacon_yaw_rmse,cost,spread,sigma_min,excitation_norm2,retriggered,estimate_ready
72,1.20195090,-0.74030253,1.19880400,-0.75123415,0.00171859,0.00989176,0.04154916,0.01110140,172.07089214,0.44822559,11.65964377,0.00000062,0,1
73,1.20162456,-0.74129792,1.19902865,-0.75096336,0.00136806,0.00885243,0.03953438,0.01056449,173.07103854,0.45839214,11.80858524,0.00000045,0,1
74,1.20136707,-0.74216659,1.19935755,-0.75058086,0.00086611,0.00795180,0.03433751,0.00911388,176.42230073,0.46845524,11.94969021,0.00000033,0,1
75,1.20106394,-0.74295337,1.19857024,-0.75054890,0.00153150,0.00712650,0.02978817,0.00783416,178.21976728,0.47839500,12.08627154,0.00000024,0,1
76,1.20079587,-0.74365810,1.19858449,-0.75044220,0.00148298,0.00639165,0.03506221,0.00931217,180.34378185,0.48821502,12.22662504,0.00000017,0,1
77,1.20060220,-0.74430554,1.19904953,-0.75051870,0.00108280,0.00572621,0.03713648,0.00987578,183.15093340,0.49790602,12.35975557,0.00000013,0,1
78,1.20039560,-0.74484995,1.19868446,-0.75006725,0.00131726,0.00516522,0.02567287,0.00667984,184.52139316,0.50745583,12.48281959,0.00000009,0,1
79,1.20022921,-0.74537334,1.19886483,-0.75037210,0.00119460,0.00463233,0.02554899,0.00663796,186.58081991,0.51686022,12.60827035,0.00000007,0,1
80,1.20007718,-0.74586717,1.19882003,-0.75057090,0.00131082,0.00413355,0.02444430,0.00632651,187.36675091,0.52611681,12.73011655,0.00000005,0,1
81,1.19996815,-0.74637581,1.19909170,-0.75120569,0.00150953,0.00362433,0.03782732,0.01004116,188.70791951,0.53522600,12.85648082,0.00000003,0,1
82,1.19984635,-0.74677583,1.19882853,-0.75057243,0.00130384,0.00322782,0.02842100,0.00743604,190.55098053,0.54418922,12.96876235,0.00000003,0,1
83,1.19977920,-0.74715801,1.19925787,-0.75077809,0.00107526,0.00285056,0.03694172,0.00981300,191.17433942,0.55300124,13.08777961,0.00000002,0,1
84,1.19964830,-0.74742482,1.19851078,-0.74995206,0.00148999,0.00259908,0.00545596,0.00106898,198.07344755,0.56165789,13.18116864,0.00000001,0,1
85,1.19957168,-0.74768381,1.19893155,-0.75013228,0.00107661,0.00235546,0.01537135,0.00381452,200.41706838,0.57016046,13.29294016,0.00000001,0,1
86,1.19951250,-0.74784796,1.19902495,-0.74939931,0.00114523,0.00220657,0.00764227,0.00168444,203.69074879,0.57850599,13.39489704,0.00000001,0,1
87,1.19944970,-0.74793484,1.19891784,-0.74875569,0.00164905,0.00213722,0.00687588,0.00234312,207.12553289,0.58668670,13.48727371,0.00000001,0,1
88,1.19941399,-0.74802359,1.19912841,-0.74885978,0.00143519,0.00206146,0.00403093,0.00152293,208.03618937,0.59469997,13.58911279,0.00000000,0,1
89,1.19939727,-0.74814741,1.19928306,-0.74931233,0.00099343,0.00194817,0.00070510,0.00055200,210.34897596,0.60254800,13.68607554,0.00000000,0,1
90,1.19945210,-0.74825717,1.20000518,-0.74928839,0.00071163,0.00182693,0.00639293,0.00135201,212.84887095,0.61023771,13.78635064,0.00000000,0,1
91,1.19947448,-0.74829917,1.19971653,-0.74869156,0.00133879,0.00178017,0.00507643,0.00177721,214.60992301,0.61776330,13.87050959,0.00000000,0,1
92,1.19944104,-0.74828212,1.19915261,-0.74811804,0.00206394,0.00180653,0.02545807,0.00746620,218.33487884,0.62512698,13.94504816,0.00000000,0,1
93,1.19942117,-0.74826801,1.19925661,-0.74813126,0.00201118,0.00182615,0.02399698,0.00706451,218.56578287,0.63233477,14.03122552,0.00000000,0,1
94,1.19938632,-0.74826268,1.19907713,-0.74820852,0.00201521,0.00184252,0.02117936,0.00630069,219.64706372,0.63939024,14.11480766,0.00000000,0,1
95,1.19933504,-0.74825408,1.19886820,-0.74816912,0.00215247,0.00186826,0.02552024,0.00751136,220.01715110,0.64630102,14.19264408,0.00000000,0,1
96,1.19929494,-0.74825274,1.19893088,-0.74823626,0.00206248,0.00188415,0.02655679,0.00779864,220.41666268,0.65307336,14.27107487,0.00000000,0,1
97,1.19927195,-0.74822745,1.19906694,-0.74798555,0.00222005,0.00191624,0.02593387,0.00759240,223.51785630,0.65971092,14.35141217,0.00000000,0,1
98,1.19931051,-0.74823523,1.19968329,-0.74830496,0.00172438,0.00189468,0.01593432,0.00481013,225.75469120,0.66621324,14.43367708,0.00000000,0,1
99,1.19936530,-0.74828616,1.19988932,-0.74876247,0.00124247,0.00182759,0.00782993,0.00254195,227.66152160,0.67258029,14.51310239,0.00000000,0,1
100,1.19944824,-0.74836012,1.20023603,-0.74905355,0.00097543,0.00173021,0.00371940,0.00059363,229.32067491,0.67881854,14.59250431,0.00000000,0,1
101,1.19956839,-0.74841956,1.20070549,-0.74897645,0.00124313,0.00163832,0.00233016,0.00014585,231.82556538,0.68493076,14.66313858,0.00000000,0,1
102,1.19963137,-0.74849467,1.20022919,-0.74919938,0.00083278,0.00154981,0.00219469,0.00012826,233.71106820,0.69091486,14.72926314,0.00000000,0,1
103,1.19971018,-0.74856066,1.20045630,-0.74917982,0.00093857,0.00146822,0.00469472,0.00087420,234.78057140,0.69678281,14.79921141,0.00000000,0,1
104,1.19984161,-0.74861320,1.20108255,-0.74910585,0.00140407,0.00139581,0.00628204,0.00133220,237.46891667,0.70253527,14.86716555,0.00000000,0,1
105,1.19994614,-0.74866264,1.20093323,-0.74912625,0.00127843,0.00133845,0.00314110,0.00040443,238.62644703,0.70816825,14.92622981,0.00000000,0,1
106,1.20007235,-0.74868152,1.20126305,-0.74885765,0.00170301,0.00132046,0.00336097,0.00045922,240.33215270,0.71368792,14.98922252,0.00000000,0,1
