scenario,beacon,true_x,true_y,estimate_x,estimate_y,true_yaw,estimate_yaw,final_vehicle_range,final_vehicle_bearing,final_target_range,final_target_bearing
1,0,-2.20000000,-1.40000000,-2.20265834,-1.39700837,0.75000000,0.74910511,3.45742019,0.18894621,3.46157479,0.18889718
