step,robot_x,robot_y,target_estimate_x,target_estimate_y,target_error,goal_error,beacon_position_rmse,beacon_yaw_rmse,cost,spread,sigma_min,excitation_norm2,retriggered,estimate_ready
84,1.19229930,-0.74068865,1.20072268,-0.74836364,0.00178884,0.01208312,0.00379516,0.00109721,172.89420450,136.88199535,175.74827119,0.00008849,0,1
85,1.19240554,-0.74131888,1.20088578,-0.74813714,0.00206273,0.01153420,0.00368045,0.00109875,175.64087863,137.38070564,176.19347091,0.00008169,0,1
86,1.19252986,-0.74189000,1.20091294,-0.74785789,0.00232854,0.01102611,0.00373235,0.00106056,176.30482669,137.86855860,176.63268222,0.00007541,0,1
87,1.19262025,-0.74240158,1.20041697,-0.74753585,0.00249918,0.01059229,0.00418040,0.00118757,180.71428055,138.34588692,177.04783226,0.00006961,0,1
88,1.19275386,-0.74286737,1.20069186,-0.74731764,0.00277015,0.01016764,0.00395568,0.00104519,182.06276698,138.81295939,177.47427794,0.00006426,0,1
89,1.19289341,-0.74326704,1.20062346,-0.74686110,0.00320021,0.00978961,0.00416595,0.00103403,184.67783532,139.27011670,177.88250013,0.00005932,0,1
90,1.19308862,-0.74362986,1.20108142,-0.74666184,0.00350896,0.00939925,0.00404577,0.00098176,186.13146034,139.71763074,178.28032305,0.00005476,0,1
91,1.19324714,-0.74397910,1.20063589,-0.74668566,0.00337479,0.00904723,0.00410852,0.00098633,187.88910929,140.15583409,178.66281470,0.00005055,0,1
92,1.19339180,-0.74436383,1.20039519,-0.74722385,0.00280413,0.00868532,0.00409223,0.00110674,190.82271831,140.58498519,179.01822165,0.00004666,0,1
93,1.19349777,-0.74474477,1.19988562,-0.74740454,0.00259798,0.00836041,0.00471581,0.00131828,195.76272309,141.00539773,179.36094153,0.00004307,0,1
94,1.19358096,-0.74510914,1.19950757,-0.74746336,0.00258400,0.00806998,0.00454966,0.00126545,199.43584527,141.41731381,179.72215052,0.00003976,0,1
95,1.19365450,-0.74544704,1.19924815,-0.74741703,0.00269017,0.00780992,0.00463704,0.00132017,200.62315929,141.82096709,180.06563790,0.00003671,0,1
96,1.19372063,-0.74578316,1.19900734,-0.74761518,0.00258317,0.00756388,0.00485897,0.00138362,201.73239598,142.21658357,180.39738151,0.00003388,0,1
97,1.19379664,-0.74610776,1.19894459,-0.74772311,0.00250961,0.00732333,0.00460431,0.00130618,203.96792553,142.60440419,180.73638878,0.00003128,0,1
98,1.19391516,-0.74642283,1.19923688,-0.74785260,0.00227896,0.00705843,0.00463732,0.00135932,206.16286657,142.98466567,181.05402285,0.00002887,0,1
99,1.19402345,-0.74671303,1.19902823,-0.74782430,0.00238286,0.00682081,0.00477067,0.00144323,208.12874702,143.35762388,181.36414711,0.00002665,0,1
100,1.19415211,-0.74699753,1.19913397,-0.74798202,0.00219597,0.00657363,0.00477091,0.00145769,208.71133170,143.72346778,181.67168097,0.00002460,0,1
101,1.19430668,-0.74724855,1.19932365,-0.74785484,0.00224926,0.00632332,0.00444677,0.00131348,211.18042617,144.08242040,181.99196874,0.00002271,0,1
102,1.19447363,-0.74749193,1.19940457,-0.74797320,0.00211245,0.00606887,0.00439515,0.00134553,211.93720539,144.43467631,182.28520917,0.00002097,0,1
103,1.19466715,-0.74770588,1.19965189,-0.74786594,0.00216226,0.00580536,0.00414637,0.00123424,213.17846738,144.78043402,182.58925333,0.00001935,0,1
104,1.19487620,-0.74789874,1.19981702,-0.74782469,0.00218300,0.00553793,0.00418008,0.00124637,213.78758772,145.11987698,182.87374428,0.00001787,0,1
105,1.19512676,-0.74804134,1.20027480,-0.74746657,0.00254829,0.00525212,0.00399168,0.00109056,216.67068134,145.45318007,183.17286682,0.00001649,0,1
106,1.19541134,-0.74812104,1.20070223,-0.74693380,0.00314559,0.00495846,0.00380348,0.00093776,220.91149065,145.78050729,183.46803741,0.00001522,0,1
107,1.19567443,-0.74820825,1.20059202,-0.74707876,0.00298063,0.00468198,0.00385199,0.00090691,223.95976857,146.10200026,183.73816899,0.00001405,0,1
108,1.19592471,-0.74825467,1.20055699,-0.74673432,0.00331284,0.00443331,0.00404459,0.00090313,226.80063896,146.41781109,184.00476964,0.00001297,0,1
109,1.19618374,-0.74830086,1.20074011,-0.74677767,0.00330623,0.00417743,0.00396849,0.00087942,227.13417602,146.72805345,184.26418265,0.00001198,0,1
110,1.19642683,-0.74834622,1.20068102,-0.74681997,0.00325213,0.00393733,0.00392245,0.00089439,227.62087025,147.03288570,184.51470391,0.00001106,0,1
111,1.19667100,-0.74841129,1.20078957,-0.74708050,0.00302439,0.00368866,0.00377064,0.00092956,230.29353022,147.33244172,184.75581873,0.00001021,0,1
112,1.19688175,-0.74847434,1.20054593,-0.74713897,0.00291265,0.00347147,0.00389408,0.00097729,230.96495992,147.62687937,184.99263232,0.00000942,0,1
113,1.19706689,-0.74854833,1.20035626,-0.74733485,0.00268885,0.00327269,0.00395381,0.00103131,231.61648566,147.91630873,185.22269593,0.00000870,0,1
114,1.19726276,-0.74860159,1.20052556,-0.74721542,0.00283374,0.00307377,0.00392462,0.00104022,233.04161023,148.20085170,185.45584674,0.00000803,0,1
115,1.19740152,-0.74866261,1.20000482,-0.74737579,0.00262421,0.00292244,0.00418083,0.00115457,235.33713356,148.48062752,185.67066943,0.00000741,0,1
116,1.19755260,-0.74872701,1.20015578,-0.74750125,0.00250360,0.00275867,0.00410966,0.00114469,235.94599033,148.75572492,185.89461426,0.00000684,0,1
117,1.19768758,-0.74877101,1.20002878,-0.74738522,0.00261493,0.00261873,0.00425677,0.00116055,236.72698902,149.02627515,186.11373279,0.00000631,0,1
118,1.19780047,-0.74882081,1.19982887,-0.74752451,0.00248140,0.00249568,0.00429864,0.00121868,237.62678616,149.29236724,186.32211172,0.00000583,0,1
119,1.19789164,-0.74886192,1.19961595,-0.74752057,0.00250900,0.00239592,0.00422613,0.00118564,239.43278029,149.55410265,186.53794114,0.00000538,0,1
120,1.19799009,-0.74888208,1.19968871,-0.74738244,0.00263601,0.00229989,0.00427788,0.00118740,240.03000739,149.81156894,186.74667632,0.00000497,0,1
