step,robot_x,robot_y,target_estimate_x,target_estimate_y,target_error,goal_error,beacon_position_rmse,beacon_yaw_rmse,cost,spread,sigma_min,excitation_norm2,retriggered,estimate_ready
33,1.28182100,-0.72775537,1.20298972,-0.74026224,0.01018638,0.08479092,0.03565158,0.00779311,55.11221140,7.11488728,36.44231702,0.00000583,0,1
34,1.27429654,-0.72901229,1.20280084,-0.74243875,0.00806332,0.07720402,0.02621733,0.00560511,57.69729123,7.35011073,37.20549867,0.00000423,0,1
35,1.26762411,-0.73022574,1.20429545,-0.74302644,0.00819033,0.07045595,0.02064461,0.00427710,60.63299208,7.57898282,37.94780883,0.00000307,0,1
36,1.26146966,-0.73133753,1.20313453,-0.74299220,0.00767689,0.06424023,0.02227189,0.00468856,62.08953541,7.80135029,38.63595409,0.00000223,0,1
37,1.25595779,-0.73236384,1.20376645,-0.74304944,0.00790546,0.05867119,0.02125587,0.00442761,62.86327586,8.01734930,39.32289695,0.00000162,0,1
38,1.25100682,-0.73345386,1.20417140,-0.74459655,0.00682626,0.05362342,0.01543159,0.00301260,64.37921901,8.22697336,39.97332975,0.00000118,0,1
39,1.24639397,-0.73471277,1.20280110,-0.74732217,0.00387517,0.04884772,0.00533986,0.00023252,74.73582253,8.43027774,40.58702331,0.00000085,0,1
40,1.24216504,-0.73580877,1.20223366,-0.74677674,0.00392156,0.04448912,0.00509871,0.00003715,75.78546999,8.62749854,41.17552525,0.00000062,0,1
41,1.23828888,-0.73681158,1.20171535,-0.74680938,0.00362249,0.04049657,0.00478268,0.00019791,76.44989537,8.81878507,41.74720990,0.00000045,0,1
42,1.23485008,-0.73776404,1.20242295,-0.74720759,0.00369706,0.03693571,0.00505733,0.00072148,77.53472249,9.00429325,42.29983068,0.00000033,0,1
43,1.23167021,-0.73867204,1.20170257,-0.74762791,0.00291985,0.03363517,0.00601029,0.00134285,78.76344230,9.18408845,42.81690902,0.00000024,0,1
44,1.22880683,-0.73955654,1.20183542,-0.74823168,0.00254867,0.03064146,0.00854974,0.00210353,79.49446646,9.35836904,43.32136717,0.00000017,0,1
45,1.22623013,-0.74039186,1.20197008,-0.74855273,0.00244454,0.02793449,0.01145382,0.00282951,80.38724637,9.52726577,43.81273798,0.00000013,0,1
46,1.22403437,-0.74133974,1.20337000,-0.75051668,0.00340938,0.02554703,0.02101675,0.00510954,87.56707523,9.69091547,44.29006082,0.00000009,0,1
47,1.22204489,-0.74225291,1.20332887,-0.75106534,0.00349519,0.02336653,0.02216120,0.00537798,88.25819352,9.84937417,44.74381989,0.00000007,0,1
48,1.22024591,-0.74305149,1.20332763,-0.75075259,0.00341167,0.02140511,0.02061598,0.00498758,88.87190792,10.00281589,45.18654018,0.00000005,0,1
49,1.21862938,-0.74376418,1.20343138,-0.75062903,0.00348856,0.01964534,0.02027055,0.00486278,90.27700554,10.15140552,45.61736176,0.00000003,0,1
50,1.21711093,-0.74449479,1.20283764,-0.75150472,0.00321191,0.01797474,0.02265443,0.00543778,92.67323839,10.29530008,46.01859751,0.00000003,0,1
51,1.21580580,-0.74522607,1.20354147,-0.75222227,0.00418097,0.01651102,0.02676061,0.00638018,95.08477471,10.43471054,46.41873381,0.00000002,0,1
52,1.21456086,-0.74591365,1.20286292,-0.75248125,0.00378852,0.01512339,0.02553612,0.00615524,100.09949912,10.56974635,46.76904331,0.00000001,0,1
53,1.21346064,-0.74657318,1.20312455,-0.75286214,0.00423729,0.01388999,0.02794295,0.00671857,100.69126217,10.70061393,47.13137946,0.00000001,0,1
54,1.21240391,-0.74715850,1.20247615,-0.75273615,0.00369024,0.01272522,0.02629394,0.00635145,101.80703357,10.82744533,47.46806605,0.00000001,0,1
55,1.21148247,-0.74764541,1.20282726,-0.75228593,0.00363577,0.01172140,0.02618530,0.00634856,105.95461816,10.95042944,47.79300130,0.00000001,0,1
56,1.21062275,-0.74815343,1.20254732,-0.75298390,0.00392333,0.01078206,0.02708902,0.00655008,109.42887908,11.06967713,48.11972697,0.00000000,0,1
57,1.20985094,-0.74860006,1.20260168,-0.75284482,0.00385510,0.00994992,0.02446849,0.00593608,111.61879540,11.18534695,48.42761743,0.00000000,0,1
58,1.20921706,-0.74892347,1.20326506,-0.75200161,0.00382976,0.00927972,0.02177442,0.00528467,114.42679085,11.29756414,48.73226523,0.00000000,0,1
59,1.20857025,-0.74918286,1.20249497,-0.75165269,0.00299270,0.00860912,0.02071897,0.00506891,116.78738025,11.40640873,49.00718394,0.00000000,0,1
60,1.20796840,-0.74943804,1.20231506,-0.75186383,0.00297210,0.00798819,0.02205697,0.00538194,117.52597628,11.51205493,49.28824402,0.00000000,0,1
61,1.20746308,-0.74975140,1.20271735,-0.75272112,0.00384559,0.00746722,0.02701291,0.00653206,122.27689527,11.61463231,49.56951541,0.00000000,0,1
62,1.20707071,-0.75000226,1.20338719,-0.75238028,0.00413990,0.00707071,0.02638443,0.00634813,124.17283907,11.71423330,49.84545336,0.00000000,0,1
63,1.20670074,-0.75028519,1.20322710,-0.75296252,0.00438072,0.00670681,0.02811741,0.00679353,127.22559979,11.81092739,50.08308739,0.00000000,0,1
64,1.20633622,-0.75047422,1.20291264,-0.75226511,0.00368974,0.00635394,0.02493462,0.00605277,129.43051351,11.90483950,50.32011279,0.00000000,0,1
65,1.20598379,-0.75064590,1.20267316,-0.75227142,0.00350787,0.00601855,0.02388618,0.00579476,130.76852198,11.99608995,50.55947874,0.00000000,0,1
66,1.20560912,-0.75072916,1.20208807,-0.75152054,0.00258303,0.00565631,0.02025046,0.00493989,133.76791142,12.08479199,50.78230133,0.00000000,0,1
67,1.20530276,-0.75078735,1.20242421,-0.75134135,0.00277056,0.00536090,0.01886940,0.00463987,139.85235041,12.17106810,50.99172299,0.00000000,0,1
68,1.20500550,-0.75083944,1.20221179,-0.75133501,0.00258346,0.00507540,0.01716936,0.00423247,141.56272619,12.25498513,51.20612557,0.00000000,0,1
69,1.20469215,-0.75084367,1.20174637,-0.75088746,0.00195893,0.00476740,0.01542130,0.00381319,143.39284055,12.33664037,51.41320101,0.00000000,0,1
70,1.20436793,-0.75084297,1.20131909,-0.75083973,0.00156370,0.00444853,0.01431689,0.00355961,144.27636352,12.41613739,51.60976446,0.00000000,0,1
71,1.20402044,-0.75084764,1.20075200,-0.75089433,0.00116847,0.00410882,0.01415955,0.00354628,145.37065178,12.49357330,51.79563036,0.00000000,0,1
72,1.20373576,-0.75080252,1.20105833,-0.75037979,0.00112441,0.00382099,0.01273487,0.00320808,147.56772169,12.56904710,51.98414997,0.00000000,0,1
73,1.20343579,-0.75078602,1.20061395,-0.75063243,0.00088142,0.00352456,0.01339760,0.00339172,148.69085721,12.64260346,52.15836849,0.00000000,0,1
74,1.20310163,-0.75077504,1.19995742,-0.75067305,0.00067439,0.00319700,0.01241467,0.00315949,151.57293701,12.71432980,52.33576271,0.00000000,0,1
75,1.20286420,-0.75073191,1.20063051,-0.75032680,0.00071017,0.00295623,0.01100983,0.00280884,154.23556363,12.78431765,52.51544307,0.00000000,0,1
76,1.20264754,-0.75070225,1.20060925,-0.75042383,0.00074217,0.00273909,0.01181756,0.00300754,154.46986611,12.85258431,52.68338864,0.00000000,0,1
77,1.20240181,-0.75065046,1.20008946,-0.75016355,0.00018642,0.00248833,0.01130858,0.00290931,156.58857249,12.91918698,52.83832331,0.00000000,0,1
78,1.20213186,-0.75062197,1.19959123,-0.75035421,0.00054089,0.00222074,0.01078652,0.00280052,158.34610973,12.98420338,52.99140753,0.00000000,0,1
79,1.20190642,-0.75056040,1.19978471,-0.74998100,0.00021612,0.00198708,0.00901843,0.00237272,159.47279995,13.04770704,53.14946425,0.00000000,0,1
80,1.20169310,-0.75053855,1.19968541,-0.75033315,0.00045821,0.00177669,0.01016207,0.00266442,160.82798690,13.10973137,53.29395881,0.00000000,0,1
81,1.20147802,-0.75049087,1.19945354,-0.75004208,0.00054808,0.00155740,0.00930290,0.00245946,161.75974069,13.17032715,53.44197558,0.00000000,0,1
82,1.20127727,-0.75041947,1.19938761,-0.74974729,0.00066248,0.00134438,0.00900699,0.00239883,163.29922343,13.22954644,53.58184653,0.00000000,0,1
83,1.20112323,-0.75037812,1.19967342,-0.74998888,0.00032677,0.00118517,0.00997909,0.00263023,164.26742238,13.28743123,53.72298410,0.00000000,0,1
84,1.20101656,-0.75032720,1.20001258,-0.74984786,0.00015266,0.00106792,0.00977831,0.00256184,165.47350474,13.34400855,53.87006413,0.00000000,0,1
85,1.20093667,-0.75025614,1.20018489,-0.74958698,0.00045251,0.00097106,0.00834293,0.00219972,166.62694986,13.39930215,54.01026415,0.00000000,0,1
86,1.20087324,-0.75019289,1.20027633,-0.74959735,0.00048835,0.00089429,0.00889856,0.00233344,166.90732293,13.45334365,54.14121540,0.00000000,0,1
87,1.20083420,-0.75013176,1.20046692,-0.74955611,0.00064425,0.00084454,0.00870944,0.00228095,167.11225672,13.50616910,54.27097223,0.00000000,0,1
88,1.20084969,-0.75010786,1.20099589,-0.74988280,0.00100276,0.00085651,0.01060749,0.00272730,169.64827542,13.55780906,54.40019425,0.00000000,0,1
89,1.20085980,-0.75010067,1.20095523,-0.75003296,0.00095579,0.00086567,0.01101008,0.00282442,169.83525744,13.60828073,54.52117048,0.00000000,0,1
90,1.20087469,-0.75013830,1.20101518,-0.75049266,0.00112841,0.00088556,0.01228293,0.00313717,171.69509916,13.65762607,54.63630098,0.00000000,0,1
91,1.20087803,-0.75016764,1.20090965,-0.75044392,0.00101219,0.00089389,0.01248810,0.00319806,172.47539407,13.70588188,54.74596762,0.00000000,0,1
92,1.20088084,-0.75018635,1.20090752,-0.75036248,0.00097723,0.00090034,0.01318941,0.00336567,173.65311682,13.75308836,54.85817552,0.00000000,0,1
93,1.20089872,-0.75022741,1.20106721,-0.75061403,0.00123125,0.00092705,0.01399892,0.00357108,176.47877382,13.79927916,54.96112269,0.00000000,0,1
94,1.20085452,-0.75024668,1.20043837,-0.75042809,0.00061272,0.00088941,0.01279005,0.00329437,179.27502576,13.84448120,55.06194820,0.00000000,0,1
95,1.20083472,-0.75027975,1.20064842,-0.75059114,0.00087744,0.00088035,0.01488382,0.00378912,182.30378144,13.88875078,55.16772313,0.00000000,0,1
96,1.20081010,-0.75031611,1.20057836,-0.75065851,0.00087643,0.00086959,0.01504870,0.00383034,182.36850203,13.93210747,55.26860229,0.00000000,0,1
97,1.20082587,-0.75030391,1.20097440,-0.75018896,0.00099255,0.00088001,0.01416190,0.00361397,185.44194045,13.97458161,55.37289742,0.00000000,0,1
98,1.20085447,-0.75029849,1.20112389,-0.75024743,0.00115081,0.00090511,0.01292833,0.00332342,189.08208484,14.01618211,55.46954741,0.00000000,0,1
99,1.20089550,-0.75027276,1.20128192,-0.75003043,0.00128228,0.00093612,0.01228388,0.00316243,189.70115554,14.05693056,55.56959779,0.00000000,0,1
100,1.20088695,-0.75029654,1.20080644,-0.75052045,0.00095980,0.00093521,0.01305257,0.00334977,194.36673260,14.09684686,55.66023695,0.00000000,0,1
101,1.20087174,-0.75030235,1.20072855,-0.75035708,0.00081135,0.00092268,0.01183096,0.00307374,197.35165451,14.13597694,55.74350550,0.00000000,0,1
102,1.20089757,-0.75031034,1.20114084,-0.75038558,0.00120424,0.00094971,0.01217626,0.00314218,198.71906908,14.17434588,55.84112414,0.00000000,0,1
103,1.20092657,-0.75032713,1.20119962,-0.75048524,0.00129405,0.00098262,0.01132535,0.00292158,203.39261475,14.21196013,55.93766393,0.00000000,0,1
104,1.20093830,-0.75034893,1.20104881,-0.75055417,0.00118622,0.00100108,0.01023757,0.00266603,205.95703529,14.24884058,56.02110541,0.00000000,0,1
105,1.20095066,-0.75035517,1.20106709,-0.75041397,0.00114457,0.00101484,0.00965328,0.00251351,206.89889701,14.28501486,56.11012127,0.00000000,0,1
106,1.20092511,-0.75037134,1.20068453,-0.75052359,0.00086182,0.00099686,0.00988334,0.00258798,208.27892536,14.32050221,56.18405705,0.00000000,0,1
107,1.20092948,-0.75042542,1.20097065,-0.75093460,0.00134745,0.00102221,0.01108449,0.00286367,211.32049992,14.35533624,56.27025906,0.00000000,0,1
108,1.20093500,-0.75046745,1.20098699,-0.75086321,0.00131121,0.00104534,0.01132261,0.00290330,213.85679108,14.38952539,56.35692736,0.00000000,0,1
109,1.20092855,-0.75050856,1.20086779,-0.75089574,0.00124716,0.00105870,0.01114608,0.00286110,214.14477007,14.42308662,56.43418996,0.00000000,0,1
110,1.20094904,-0.75056136,1.20114199,-0.75105853,0.00155712,0.00110263,0.01151841,0.00293906,215.37219102,14.45604132,56.51508546,0.00000000,0,1
111,1.20100144,-0.75063197,1.20149491,-0.75129692,0.00197908,0.00118418,0.01256717,0.00317365,217.62195248,14.48839666,56.59708559,0.00000000,0,1
112,1.20101998,-0.75066631,1.20119459,-0.75098965,0.00155127,0.00121833,0.01194211,0.00301862,221.18520190,14.52015802,56.67144294,0.00000000,0,1
113,1.20104507,-0.75070278,1.20128124,-0.75104618,0.00165411,0.00125939,0.01196752,0.00301589,221.59069802,14.55135184,56.74637595,0.00000000,0,1
114,1.20109595,-0.75072451,1.20157512,-0.75092916,0.00182875,0.00131378,0.01069091,0.00270947,226.13837463,14.58199088,56.81521754,0.00000000,0,1
115,1.20116302,-0.75074965,1.20179460,-0.75098641,0.00204782,0.00138369,0.01103217,0.00277967,226.73104013,14.61208025,56.88862682,0.00000000,0,1
116,1.20121805,-0.75077180,1.20173626,-0.75098037,0.00199392,0.00144199,0.01132418,0.00284656,227.24284056,14.64162878,56.95761785,0.00000000,0,1
117,1.20123981,-0.75080007,1.20144466,-0.75106623,0.00179552,0.00147554,0.01071516,0.00271004,229.11603355,14.67065431,57.01949934,0.00000000,0,1
118,1.20121597,-0.75083150,1.20099150,-0.75112749,0.00150143,0.00147308,0.01197130,0.00304147,235.08077412,14.69918148,57.07437648,0.00000000,0,1
119,1.20116878,-0.75084847,1.20072441,-0.75100831,0.00124156,0.00144428,0.01217760,0.00309645,237.20518958,14.72723810,57.13583996,0.00000000,0,1
120,1.20111338,-0.75088444,1.20059177,-0.75122307,0.00135871,0.00142192,0.01283862,0.00326371,238.05332674,14.75484318,57.19464797,0.00000000,0,1
